ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
259,0,Guatemala ,0,-90.5272,16.024,369.133,10/16/88,10/17/88,News,0,6000,Heavy rain,1
260,0,Vietnam,0,106.498,17.6857,39063.06,10/10/88,10/20/88,News,100,500000,Tropical cyclone,1
261,0,Columbia ,0,-83.8687,12.4945,62662.97,10/18/88,10/25/88,News,135,407000,Tropical cyclone,1
262,0,Philippines,0,125.763,8.56968,5343.55,10/22/88,10/26/88,News,181,60000,Tropical cyclone,1
263,0,Nigeria ,0,6.31012,4.97124,2833.23,10/27/88,10/28/88,News,10,12000,Heavy rain,1
264,0,China ,0,110.429,19.6114,5371.99,10/28/88,10/30/88,News,0,10000,Tropical cyclone,1
265,0,Indonesia ,0,121.641,-8.80602,785.956,11/5/88,11/7/88,News,20,1200,Heavy rain,1
266,0,Philippines,0,123.271,13.6637,10609.96,11/4/88,11/8/88,News,255,1000000,Tropical cyclone,1
267,0,Spain ,0,-0.560405,39.7108,2650.68,11/12/88,11/13/88,News,5,800,Heavy rain,1
268,0,Indonesia ,0,98.0389,3.35681,22307.16,11/18/88,11/19/88,News,28,0,Heavy rain,1
269,0,Thailand,,99.8198,8.29737,96668.4,11/20/88,12/1/88,News,386,301000,Torrential rain,2
270,0,Uganda,0,30.2586,0.179812,14344.36,11/23/88,12/7/88,News,0,5000,Torrential rain,1
271,0,Gabon ,0,10.5656,-0.86622,70725.27,11/28/88,12/3/88,News,0,0,Torrential rain,1
272,0,Indonesia,0,109.96,-6.93061,7437.76,12/17/88,12/19/88,News,40,0,Torrential rain,1
273,0,South Africa,0,30.325,-28.4838,2093.53,1/1/89,1/2/89,News,2,0,Tropical cyclone,1
276,0,Scotland,0,-4.50437,57.2883,1308.86,1/14/89,1/17/89,News,0,3000,Heavy rain,1
278,0,Indonesia,0,-3.96448,50.9569,841.217,1/17/89,1/27/89,News,35,137000,Tropical cyclone,1
279,0,Portugal,0,-8.61306,39.235,3133.98,1/22/89,2/10/89,News,2,20000,Heavy rain,1
280,0,Spain,0,-0.441303,39.4927,6647.77,1/25/89,2/1/89,News,0,0,Heavy rain,1
282,0,Yugoslavia,0,17.7595,43.8036,40946.6,1/26/89,2/2/89,News,72,500000,Heavy rain,1
283,0,USA,0,-80.5875,25.9628,25065.05,2/1/89,2/2/89,News,7,4000,Torrential rain,1
284,0,Zambia,0,28.2813,-15.4802,4548.61,2/1/89,2/10/89,News,8,20000,Heavy rain,1
285,0,Mexico,0,-99.9696,25.0375,374.951,2/5/89,2/8/89,News,0,0,Heavy rain,1
287,0,USA,0,-79.6533,38.0302,31247.12,2/11/89,2/13/89,News,7,17000,Heavy rain,1
288,0,USA,0,-111.949,33.0264,2609.29,2/13/89,2/18/89,News,5,0,Heavy rain,1
295,0,USA,0,-91.3226,32.5555,100390.64,3/29/89,4/1/89,News,1,0,Heavy rain,1
292,0,USA,0,-82.0067,39.8812,2594.47,3/18/89,3/27/89,News,15,0,Heavy rain,1
293,0,Yemen,0,49.9988,15.9819,58565.18,3/19/89,5/1/89,News,53,80000,Monsoon rain,1
294,0,USA,0,-95.0101,38.3888,10933.94,3/26/89,4/11/89,News,3,0,Heavy rain,1
298,0,USA,0,-120.672,43.819,154568.76,4/9/89,4/19/89,News,45,306000,Heavy rain,2
301,0,USA,0,-95.4192,31.6443,185647.99,5/15/89,5/20/89,News,6,400,Heavy rain,1
372,0,USA,0,-94.5385,29.5712,6299.03,10/15/89,10/16/89,News,2,0,Tropical cyclone,1
302,0,USA,0,-73.1368,44.2546,8896.71,5/24/89,5/26/89,News,151,336000,Extra-tropical cyclone,1
304,0,USA,0,-93.4054,37.2492,320834.55,6/2/89,6/5/89,News,270,175000,Heavy rain,1
308,0,Brazil,0,-38.1522,-7.19221,2734939.69,6/1/89,6/26/89,News,0,0,Heavy rain,1
310,0,Brazil,0,-43.4738,-22.5905,7980.02,6/16/89,6/18/89,News,9,0,Heavy rain,1
311,0,Chile,0,-70.6563,-33.4482,10675.38,6/19/89,6/21/89,News,0,0,Heavy rain,1
312,0,Brazil,0,-36.6973,-9.65778,27545.85,7/5/89,7/16/89,News,33,410000,Heavy rain,2
313,0,Peru,0,-80.5262,-5.5536,21796.2,6/25/89,6/29/89,News,0,0,Heavy rain,1
315,0,Venezuela,0,-66.5226,10.5147,1585.88,7/1/89,7/10/89,News,0,0,Heavy rain,1
316,0,Bangladesh,0,90.9326,23.5967,33665.94,7/3/89,7/5/89,News,2,20000,Monsoonal rain,1
319,0,China,0,114.154,22.268,1005.64,7/6/89,7/10/89,News,1377,0,Heavy rain,1
320,0,China,0,111.727,27.5095,178424.68,6/30/89,7/20/89,News,18,22400,Heavy rain,1
321,0,China,0,104.284,30.7561,321489.7,7/11/89,7/23/89,News,814,0,Heavy rain,1
322,0,China,0,108.437,23.2505,19169.5,7/7/89,7/20/89,News,50,410000,Heavy rain,1
324,0,China,0,106.757,39.1329,207057.18,7/10/89,7/17/89,News,50,48000,Heavy rain,1
326,0,China,0,101.941,36.391,8440.7,7/16/89,7/27/89,News,107,1413,Heavy rain,1
327,0,China,0,116.927,32.3978,7716.69,7/19/89,7/27/89,News,3,0,Heavy rain,1
328,0,China,0,120.795,31.0772,85600.47,7/20/89,7/25/89,News,0,0,Tropical cyclone,1
329,0,China,0,133.028,45.8679,12533.33,7/21/89,7/31/89,News,24,16000,Heavy rain,1
330,0,India,0,76.4736,15.1816,905209.24,7/22/89,7/31/89,News,780,0,Monsoonal rain,1
332,0,Bangladesh,0,91.6662,24.5345,4688.38,7/6/89,7/23/89,News,1,0,Heavy rain,1
331,0,China,0,126.474,43.5586,192272.12,7/18/89,7/26/89,News,63,0,Monsoonal rain,1
334,0,India,0,92.8291,24.8678,112816.35,7/5/89,8/10/89,News,31,32000,Monsoonal rain,2
335,0,Nepal,0,85.1261,27.8004,91479.4,7/22/89,7/27/89,News,29,900,Heavy rain,1
336,0,China,0,107.277,30.2798,70236.67,7/27/89,9/20/89,News,3000,0,Heavy rain,1
338,0,Sri Lanka,0,81.3231,7.71597,8033.38,7/27/89,7/31/89,News,160,0,Monsoonal rain,1
333,0,South Korea,0,127.23,37.5052,5881.9,7/25/89,7/29/89,News,131,1200000,Tropical cyclone,1
339,0,China,0,119.575,27.3487,215082.72,7/20/89,7/29/89,News,104,20000,Tropical cyclone,1
340,0,South Korea,0,128.994,35.2449,1067.67,7/28/89,7/31/89,News,21,40000,Tropical cyclone,1
341,0,Fiji,0,178.083,-17.9568,5952.09,7/29/89,8/2/89,News,15,0,Heavy rain,1
342,0,Indonesia,0,106.969,-6.18356,3532.47,7/31/89,8/2/89,News,8,0,Heavy rain,1
343,0,Vietnam,0,105.256,19.952,10734.12,7/25/89,7/31/89,News,102,369200,Tropical cyclone,1
344,0,Namibia,0,17.4379,-26.9397,117989.21,7/31/89,8/3/89,News,2,0,Heavy rain,1
347,0,USA,0,-87.1388,37.1913,54973.9,8/4/89,8/7/89,News,0,0,Heavy rain,1
345,0,Bangladesh,0,91.5698,24.6208,9525.39,8/1/89,8/7/89,News,200,600000,Monsoonal rain,1
349,0,Bermuda,0,-64.7489,32.3152,53.2858,8/6/89,8/7/89,News,0,60,Tropical cyclone,1
350,0,Burundi,0,29.4075,-3.48207,1331.75,8/7/89,8/9/89,News,0,0,Tropical cyclone,1
351,0,Indonesia,0,101.905,0.654819,98706.2,8/9/89,8/13/89,News,0,0,Heavy rain,1
352,0,Philippines,0,125.207,11.8096,20682.86,8/9/89,8/14/89,News,112,0,Heavy rain,1
353,0,Iran,0,61.1056,30.9519,15984.91,8/7/89,8/10/89,News,0,300000,Heavy rain,1
354,0,Djibouti,0,42.7015,11.6618,11889.5,8/9/89,8/25/89,News,0,0,Heavy rain,1
355,0,Iran,0,45.5551,37.5488,56831.87,8/17/89,8/19/89,News,1,0,Heavy rain,1
356,0,Iran,0,58.8318,27.923,96594.98,8/22/89,8/25/89,News,6,0,Heavy rain,1
357,0,Japan,0,139.821,35.6705,31703.96,8/25/89,8/28/89,News,5,6400,Heavy rain,1
358,0,Ghana,0,-0.782037,9.4963,15897.07,8/25/89,8/29/89,News,2,400,Heavy rain,1
359,0,Japan,0,130.676,32.7453,10377.08,9/2/89,9/5/89,News,7,18000,Heavy rain,1
361,0,Malawi,0,34.6858,-15.1862,35413.92,9/8/89,9/18/89,News,2,0,Heavy rain,1
362,0,Mexico,0,-93.7688,17.9191,249826.1,9/9/89,9/24/89,News,22,21063,Tropical cyclone,1
363,0,Nepal,0,87.4462,27.1419,15795.82,9/1/89,9/25/89,News,59,3000,Heavy rain,1
275,0,New Caledonia,0,165.503,-21.2427,18853.46,1/2/89,1/8/89,News,196,532000,Tropical cyclone,1
367,0,Oman,0,56.1825,19.2399,72162.2,9/14/89,9/16/89,News,2,0,Torrential rain,1
368,0,Pakistan,0,68.9544,26.1618,129476.87,9/17/89,9/19/89,News,7,0,Tropical cyclone,1
370,0,Philippines,0,121.057,14.6484,1321.63,9/23/89,9/25/89,News,2,0,Heavy rain,1
371,0,Philippines,0,121.864,18.0456,5324.03,10/6/89,10/10/89,News,45,8846,Tropical cyclone,1
325,0,Philippines,0,121.435,17.3295,46659.18,7/16/89,7/20/89,News,26,186000,Tropical cyclone,1
374,0,Philippines,0,120.74,16.6899,36937.57,9/10/89,9/12/89,News,17,3000,Tropical cyclone,1
375,0,Russia,0,133.21,49.8786,102165.48,10/18/89,10/25/89,News,2,0,Heavy rain,1
376,0,Philippines,0,125.689,7.39136,11863.89,11/3/89,11/8/89,News,30,0,Tropical cyclone,1
378,0,Somalia,0,44.287,1.4561,29030.07,11/6/89,11/14/89,News,0,0,Heavy rain,1
379,0,North Korea,0,125.926,38.9874,3323.6,11/7/89,11/11/89,News,0,0,Heavy rain,1
380,0,Sri Lanka,0,80.4851,6.65677,15519.2,11/19/89,12/6/89,News,4,0,Heavy rain,1
381,0,Taiwan,0,121.52,24.9855,1557.46,12/16/89,12/18/89,News,0,0,Heavy rain,1
382,0,Tanzania,0,37.8116,-11.2926,69915.08,12/17/89,12/25/89,News,1,0,Heavy rain,1
377,0,Thailand,0,99.0254,9.92112,44228.38,11/3/89,11/10/89,News,304,150000,Tropical cyclone,1
278,0,Indonesia,0,101.364,-2.10794,68878.25,1/17/89,1/27/89,News,35,137000,Tropical cyclone,1
281,0,Phillipines,0,125.355,11.2304,35394.81,1/25/89,2/8/89,News,72,551051,Monsoonal rain,1
286,0,Namibia,0,17.5757,-27.3149,124184.43,2/8/89,2/12/89,News,6,0,Heavy rain,1
289,0,Peru,0,-76.7805,-11.5274,2956.89,2/16/89,2/22/89,News,60,1000,Heavy rain,1
290,0,Indonesia,0,109.606,-7.27055,18961.61,2/21/89,2/27/89,News,3,15000,Heavy rain,1
291,0,Malawi,0,34.9823,-16.2951,9168.51,3/9/89,3/15/89,News,6,37000,Heavy rain,2
296,0,Australia,0,147.041,-20.1862,51942.3,4/4/89,4/8/89,News,2,1000,Tropical Cyclone,1
297,0,Brazil,0,-35.61,-6.46177,403770.26,4/8/89,4/15/89,News,34,4080,Heavy rain,1
299,0,Djibouti,0,42.5836,11.6058,17356.28,4/7/89,4/12/89,News,9,150000,Heavy rain,1
300,0,Georgia,0,42.0695,41.6531,3020.22,4/18/89,4/30/89,News,52,20000,Rain and snowmelt,1
303,0,Vietnam,0,108.072,15.7436,18573.04,5/23/89,5/31/89,News,140,150000,Tropical cyclone,2
306,0,Phillipines,0,126.068,8.89905,3945.58,6/1/89,6/8/89,News,11,4000,Heavy rain,1
305,0,China,0,113.706,22.8759,90099.34,5/21/89,6/5/89,News,84,1000000,Tropical cyclone,1
307,0,Sri Lanka,0,80.3513,7.12449,2734.99,5/30/89,6/11/89,News,315,300000,Heavy rain,1
309,0,China,0,96.0144,34.5846,122520.03,6/15/89,6/30/89,News,3,0,Heavy rain,1
314,0,China,0,107.033,24.8295,8667.86,6/21/89,6/30/89,News,28,0,Heavy rain,1
317,0,China,0,119.4,29.0801,4578.7,7/3/89,7/7/89,News,38,30000,Heavy rain,1
318,0,Brazil,0,-53.4946,-22.0228,179799.43,7/27/89,7/31/89,News,36,45000,Heavy rain,1
323,0,Sri Lanka,0,80.4294,6.91447,4308.44,7/11/89,7/16/89,News,14,20000,Heavy rain,1
337,0,Taiwan,0,120.513,23.8905,15551.63,7/26/89,7/30/89,News,16,152,Heavy rain,1
346,0,USSR,0,134.254,45.7026,22856.05,7/27/89,8/7/89,News,17,0,Heavy rain,2
348,0,Pakistan,0,71.1137,28.8877,331514.36,7/29/89,8/7/89,News,53,0,Monsoonal rain,1
360,0,India,0,80.8611,26.4375,204979.38,9/3/89,9/10/89,News,7,0,Heavy rain,1
364,0,Nepal,0,81.2516,29.6046,6396.38,9/8/89,9/12/89,News,16,0,Heavy rain,1
274,0,Venezuela,0,-66.6846,10.5704,520.961,1/1/89,1/8/89,News,8,553,Heavy rain,1
365,0,Taiwan,0,120.657,23.1441,17494.32,9/12/89,9/17/89,News,11,100,Tropical cyclone,1
369,0,Antigua,0,-62.9478,17.5697,6052.93,9/18/89,9/21/89,News,14,50000,Tropical cyclone,1
373,0,China,0,109.987,19.1458,18207.4,10/2/89,10/5/89,News,31,0,Tropical cyclone,1
383,0,Brazil,0,-41.3696,-7.81604,2339268.4,12/10/89,12/31/89,News,35,200000,Heavy rain,1
366,0,Brazil,0,-51.3989,-24.589,193153.57,9/10/89,9/13/89,News,12,10000,Heavy rain,1
384,0,USA,0,-152.61,61.2749,15158.67,12/15/89,1/15/90,News,0,0,Heavy rain,1
385,0,Sri Lanka,0,80.8228,7.60118,55379.93,1/3/90,1/14/90,News,33,150612,Heavy rain,1
386,0,USA,0,-123.094,45.0135,86746.69,1/9/90,1/11/90,News,4,3000,Heavy rain,2
387,0,Paraguay,0,-56.6593,-26.6947,36790.78,1/14/90,3/14/90,News,0,120000,Heavy rain,1
388,0,Guam,0,144.778,13.4473,577.82,1/14/90,1/15/90,News,0,0,Tropical cyclone,1
389,0,Tunisia,0,9.45159,33.214,127702.94,1/20/90,2/1/90,News,25,152000,Heavy rain,1
390,0,USA,0,-91.1159,30.6182,7561.74,1/26/90,1/30/90,News,0,150,Heavy rain,1
391,0,Indonesia,0,110.479,-7.13095,23641.75,1/26/90,2/1/90,News,189,45000,Monsoonal rain,1
392,0,UK,0,-3.22846,52.8007,46967.96,1/26/90,2/10/90,News,47,0,Heavy rain,2
393,0,Iran,0,60.8533,25.9245,28582.51,2/11/90,2/16/90,News,11,15000,Heavy rain,1
394,0,West Germany,0,8.96919,48.6199,35634.96,2/14/90,2/16/90,News,3,50,Heavy rain,1
395,0,France,0,6.48067,45.6107,9561.69,2/15/90,2/17/90,News,14,0,Avalanche related,1
396,0,Turkey,0,39.314,38.9185,175659.27,2/18/90,2/20/90,News,18,0,Heavy rain,1
397,0,Peru,0,-72.9381,-13.4786,132815.37,2/20/90,2/23/90,News,21,100,Heavy rain,1
398,0,UK,0,-1.24529,52.257,118150.21,2/26/90,2/28/90,News,17,2000,Heavy rain,2
399,0,Bangladesh,0,92.1361,21.3073,3190.59,3/3/90,3/5/90,News,0,1200,Heavy rain,1
400,0,USA,0,-84.8524,31.07,162225.07,3/16/90,3/24/90,News,15,6000,Heavy rain,1
401,0,India,0,76.2592,33.8036,90818.98,3/21/90,3/22/90,News,17,0,Torrential rain,1
402,0,Bangladesh,0,90.9914,23.5125,41632.68,3/24/90,3/30/90,News,50,10000,Heavy rain,1
403,0,Tanzania,0,35.6693,-6.50308,777754.38,4/3/90,5/1/90,News,100,4100000,Heavy rain,2
404,0,Indonesia,0,106.815,-6.55667,2800.81,4/4/90,4/5/90,News,22,160,Heavy rain,1
405,0,Australia,0,142.914,-27.6671,971228.6,4/18/90,4/28/90,News,4,2000,Heavy rain,2
406,0,Brazil,0,-42.9149,-22.0775,43455.7,4/18/90,4/19/90,News,7,800,Heavy rain,1
407,0,Bangladesh,0,90.3022,25.0516,65938.84,4/22/90,4/25/90,News,54,40000,Heavy rain,1
408,0,USA,0,-95.1282,32.6703,277912.44,4/26/90,6/1/90,News,13,4668,Heavy rain,2
409,0,Guyana,0,-58.5812,7.05753,32173.92,4/25/90,5/4/90,News,0,0,Heavy rain,1
410,0,Soviet Union,0,58.0278,53.6812,71505.23,5/5/90,5/11/90,News,14,20000,Rain and snowmelt,2
411,0,India,0,80.6926,16.2843,267344.4,5/10/90,5/13/90,News,430,470000,Tropical cyclone,1
412,0,Pakistan,0,72.2929,34.4927,21727.03,5/16/90,5/18/90,News,4,1200,Heavy rain,1
413,0,Tajikistan,0,73.0436,38.3136,128180.41,5/17/90,5/18/90,News,0,280,Heavy rain,1
414,0,Nicaragua,0,-85.3119,13.1257,111058.71,5/28/90,5/29/90,News,5,6000,Heavy rain,1
415,0,Soviet Union,0,92.9822,55.8252,70244.72,5/30/90,5/30/90,News,0,208,Heavy rain,2
416,0,USA,0,-90.7024,32.7316,4890.14,5/31/90,6/2/90,News,0,200,Torrential rain,2
417,0,China,0,111.788,27.4176,206490.33,6/5/90,7/2/90,News,363,350000,Heavy rain,1
418,0,Vietnam,0,108.266,12.5476,17085.63,6/12/90,6/20/90,News,20,0,Heavy rain,1
419,0,India,0,92.7754,26.7553,53045.31,6/13/90,6/18/90,News,21,0,Monsoonal rain,2
420,0,USA,0,-80.9321,40.2508,5167.77,6/15/90,6/16/90,News,26,440,Torrential rain,1
421,0,Philippines,0,123.116,8.33626,3614.79,6/17/90,6/19/90,News,36,236,Torrential rain,1
422,0,Turkey,0,39.4136,40.4652,20697.04,6/18/90,6/21/90,News,48,0,Heavy rain,1
423,0,China,0,101.857,24.7683,340844.67,6/18/90,6/22/90,News,108,4000,Heavy rain,1
424,0,USA,0,-89.3548,40.4346,31630.43,6/20/90,6/22/90,News,1,0,Heavy rain,1
425,0,Philippines,0,121.214,16.5752,71151.2,6/20/90,6/25/90,News,63,86000,Tropical cyclone,1
426,0,China,0,117.867,25.6948,377866.61,6/23/90,6/29/90,News,86,0,Tropical cyclone,1
427,0,Vietnam,0,104.096,21.3341,13949.57,6/20/90,7/8/90,News,13,4000,Heavy rain,1
428,0,Bangledesh,0,92.1228,22.4252,49249.02,6/26/90,7/8/90,News,23,800000,Heavy rain,1
429,0,Japan,0,130.773,32.4559,37533.03,6/29/90,7/3/90,News,24,832,Heavy rain,1
430,0,Nigeria,0,3.51739,6.53686,3421.54,7/3/90,7/4/90,News,5,3000,Heavy rain,1
431,0,India,0,78.8703,26.7055,1100663.3,7/3/90,7/24/90,News,425,63517,Monsoonal rain,1
432,0,Myanamar,0,95.287,24.0102,33893.26,7/4/90,7/5/90,News,0,300,Heavy rain,1
433,0,China,0,106.436,32.2032,438797.07,7/4/90,7/19/90,News,72,71000,Heavy rain,1
434,0,Soviet Union,0,114.935,53.7961,431627.87,7/8/90,7/10/90,News,5,3000,Heavy rain,2
435,0,Pakistan,0,72.2699,31.0394,190865.32,7/10/90,7/12/90,News,0,6000,Heavy rain,1
436,0,Bangladesh,0,89.3604,23.9413,23608.31,7/14/90,9/6/90,News,64,392077,Heavy rain,1
437,0,Nicaragua,0,-84.1097,12.8616,60685.89,7/15/90,8/20/90,News,5,106000,Heavy rain,1
438,0,Tobago,0,-60.6677,11.2383,395.461,7/25/90,7/26/90,News,0,0,Tropical cyclone,1
439,0,USA,0,-91.8472,42.3526,31886.96,7/28/90,8/4/90,News,0,0,Heavy rain,1
440,0,Brazil,0,-35.0511,-8.03448,1995.61,7/29/90,7/31/90,News,27,0,Heavy rain,1
441,0,China,0,115.015,24.2973,292874.78,7/29/90,8/4/90,News,108,100800,Tropical cyclone,1
442,0,Soviet Union,0,44.4538,56.0627,40657.7,7/31/90,8/2/90,News,0,0,Heavy rain,1
443,0,Nigeria,0,8.3879,5.84049,5516.12,8/2/90,8/3/90,News,100,0,Heavy rain,1
444,0,USA,0,-71.7534,44.0063,20288.6,8/7/90,8/11/90,News,0,400,Heavy rain,1
445,0,Mexico,0,-98.5972,21.6683,256019.22,8/7/90,8/8/90,News,35,3500,Tropical cyclone,1
446,0,Japan,0,139.907,36.8383,9575.42,8/10/90,8/11/90,News,0,0,Extra-tropical cyclone,1
447,0,India,0,80.6956,27.5435,284926.61,8/13/90,8/14/90,News,17,0,Heavy rain,1
448,0,USA,0,-90.7101,41.5583,502367.64,8/18/90,8/24/90,News,0,4000,Heavy rain,1
449,0,China,0,118.563,29.3795,457815,8/19/90,9/8/90,News,559,4041000,Tropical cyclone,1
450,0,India,0,71.3244,22.4257,186161.6,8/19/90,8/25/90,News,50,0,Monsoonal rain,1
451,0,Japan,0,133.167,34.2143,57750.36,8/22/90,8/23/90,News,2,0,Tropical cyclone,1
452,0,Philippines,0,121.229,16.321,69902.34,8/25/90,9/1/90,News,66,1500,Tropical cyclone,1
453,0,Bangladesh,0,90.4685,22.6284,14537.61,8/25/90,8/27/90,News,0,50000,Monsoonal rain,1
454,0,Nepal,0,83.637,27.5665,27685.6,8/27/90,9/4/90,News,42,2000,Monsoonal rain,1
455,0,Ethiopia,0,35.1973,7.00329,167068.59,8/27/90,9/1/90,News,0,50300,Heavy rain,1
456,0,USA,0,-81.3044,39.4546,45800.49,9/7/90,9/9/90,News,5,300,Heavy rain,1
457,0,Philippines,0,121.229,16.5199,96171.73,9/7/90,9/10/90,News,7,15000,Tropical cyclone,1
458,0,South Korea,0,127.143,37.5841,10436.15,9/11/90,9/14/90,News,114,160000,Heavy rain,2
459,0,Nigeria,0,8.88898,7.50054,36124.07,9/16/90,9/21/90,News,0,300000,Heavy rain,1
460,0,Honduras,0,-87.0534,13.2878,2786.73,9/17/90,9/18/90,News,33,0,Torrential rain,1
461,0,Japan,0,138.568,37.1748,169564.31,9/17/90,9/20/90,News,38,60000,Extra-tropical cyclone,2
462,0,Mexico,0,-106.048,28.6222,41286.99,9/22/90,9/25/90,News,45,5000,Heavy rain,2
463,0,Vietnam,0,107.662,16.0991,20589.65,9/22/90,9/26/90,News,29,560000,Tropical cyclone,1
464,0,Bangladesh,0,89.9062,24.1354,33263.26,9/26/90,9/30/90,News,14,300000,Heavy rain,1
465,0,USA,0,-81.5019,29.5249,76698.69,10/4/90,10/6/90,News,6,1500,Tropical cyclone,1
466,0,Scotland,0,-3.64553,55.6343,26545.49,10/6/90,10/7/90,News,1,300,Heavy rain,1
467,0,Vietnam,0,107.467,16.3133,82532.6,10/8/90,10/24/90,News,16,440800,Tropical cyclone,1
468,0,Thailand,0,103.076,16.2827,162369.52,10/8/90,10/26/90,News,11,0,Tropical cyclone,1
469,0,Bangladesh,0,89.9598,24.4682,41676.27,10/10/90,10/13/90,News,9,700000,Torrential rain,1
470,0,Brazil,0,-49.2012,-26.9091,6236.17,10/14/90,10/15/90,News,17,2000,Torrential rain,1
471,0,Bangladesh,0,90.5909,24.2158,5868.16,10/14/90,10/17/90,News,0,30000,Heavy rain,1
472,0,India,0,92.817,26.0747,93839.75,10/17/90,10/18/90,News,10,6000,Heavy rain,1
473,0,France,0,6.20383,43.5014,9563.94,10/18/90,10/19/90,News,1,0,Heavy rain,1
474,0,India,0,77.0504,11.3982,13576.31,10/24/90,10/28/90,News,44,0,Monsoonal rain,1
475,0,Bangladesh,0,90.7018,22.5748,1043.35,10/26/90,10/29/90,News,0,4500,Torrential rain,1
476,0,Indonesia,0,120.486,0.617967,7031.29,10/26/90,10/29/90,News,0,300,Heavy rain,1
477,0,UK,0,-1.96504,51.9507,147968.82,10/28/90,10/30/90,News,7,100,Heavy rain,1
478,0,Guyana,0,-57.425,6.08126,1757.83,11/3/90,11/8/90,News,0,0,Heavy rain,1
479,0,Japan,0,140.54,39.3702,118232.02,11/5/90,11/6/90,News,11,0,Heavy rain,1
480,0,Honduras,0,-84.4927,15.3233,41826.15,11/9/90,11/21/90,News,9,20000,Heavy rain,1
481,0,USA,0,-121.84,48.038,23287.94,11/10/90,11/15/90,News,0,500,Heavy rain,1
482,0,Philippines,0,125.356,11.2498,55710.21,11/12/90,11/16/90,News,176,984356,Tropical cyclone,1
483,0,USA,0,-86.6825,40.9323,21311.21,11/26/90,11/30/90,News,2,1000,Heavy rain,1
484,0,Sri Lanka,0,81.4966,7.03456,9706.02,12/23/90,12/27/90,News,0,40000,Heavy rain,1
485,0,England,0,-2.14882,53.7195,47107.46,12/25/90,12/28/90,News,3,0,Heavy rain,1
486,0,Peru,0,-73.8493,-13.4786,111346.2,12/28/90,12/30/90,News,20,2000,Heavy rain,1
487,0,USA,0,-83.122,39.9139,177858.71,12/31/90,1/3/91,News,0,3500,Heavy rain,1
488,0,Australia,0,149.127,-23.6721,96489.97,12/25/90,1/16/91,News,6,800,Extra-tropical cyclone,2
489,0,Indonesia,0,103.373,-1.5796,25301.19,12/12/90,1/3/91,News,5,0,Heavy rain,1
490,0,"Britain, Ireland",0,-7.838,53.5893,123231.59,1/5/91,1/6/91,News,13,0,Heavy rain,1
491,0,Iran,0,58.5715,31.7208,448337.92,1/27/91,2/5/91,News,6,50000,Heavy rain,2
492,0,Ecuador,0,-79.6533,-1.31926,114114.99,2/2/91,2/8/91,News,14,300,Heavy rain,1
493,0,Afghanistan,0,64.3678,31.6519,225169.42,1/28/91,2/17/91,News,380,0,Heavy rain,1
494,0,Britain,0,-1.58219,54.9063,15086.27,2/24/91,3/1/91,News,0,0,Heavy rain,2
495,0,Iran,0,55.4168,29.3318,624246.49,3/7/91,4/1/91,News,0,100000,Heavy rain,1
496,0,Malawi,0,35.4855,-15.9365,3061.89,3/11/91,3/14/91,News,500,150000,Torrential rain,2
497,0,South Africa,0,25.4471,-27.7437,210524.08,3/15/91,3/19/91,News,0,0,Heavy rain,1
498,0,Brazil,0,-45.0895,-23.0116,89512.55,3/19/91,3/31/91,News,20,17000,Heavy rain,2
499,0,USA,0,-157.952,21.537,875.511,3/19/91,3/25/91,News,0,200,Heavy rain,1
500,0,Jordan,0,35.9526,31.9084,3678.32,3/24/91,3/25/91,News,5,0,Torrential rain,1
501,0,Israel,0,34.9916,30.5876,12331.21,3/24/91,3/25/91,News,8,0,Torrential rain,1
502,0,Iran,0,54.0921,31.9506,31920.06,3/30/91,4/1/91,News,0,0,Heavy rain,1
503,0,Indonesia,0,100.463,-0.928753,35452.31,4/1/91,4/2/91,News,1,100000,Heavy rain,1
504,0,USA,0,-97.6654,27.4406,32172.36,4/5/91,4/9/91,News,0,0,Heavy rain,1
505,0,Bangladesh,0,91.5924,24.9405,1787.55,4/8/91,4/9/91,News,0,0,Torrential rain,1
506,0,USA,0,-91.338,32.0501,119197.31,4/28/91,5/2/91,News,0,10000,Heavy rain,1
507,0,Bangladesh,0,92.1857,22.2146,21359.24,4/29/91,5/10/91,News,138000,10000000,Tropical cyclone,1
508,0,Soviet Union,0,44.0767,41.9047,97554.86,5/1/91,5/8/91,News,0,0,Heavy rain,1
509,0,USA,0,-147.426,64.8145,22130.06,5/3/91,5/7/91,News,2,800,Ice jam or ice break-up,1
510,0,India,0,92.4232,24.4696,26042.82,5/7/91,5/11/91,News,13,25000,Tropical cyclone,1
511,0,Bangladesh,0,91.5273,24.6228,17480.05,5/14/91,5/31/91,News,100,1000000,Heavy rain,1
512,0,Turkey,0,39.2757,38.4514,40174.86,5/16/91,5/17/91,News,42,500,Torrential rain,1
513,0,China,0,110.256,28.7346,1682864.93,5/18/91,6/15/91,News,400,600000,Heavy rain,2
514,0,Jamaica,0,-77.2969,18.1334,7557.24,5/21/91,5/23/91,News,15,320000,Torrential rain,1
515,0,South Korea,0,127.408,36.5907,15994.5,5/25/91,5/27/91,News,0,0,Heavy rain,1
516,0,Afghanistan,0,66.1672,36.1849,24273.77,5/28/91,6/4/91,News,0,1000,Heavy rain,1
